"livestock_rep_number","livestock_id","livestock_label","livestock_name_note","ls_no1","animals_draught","livestock_breeds","livestock_breeds.improved","livestock_breeds.local","livestock_housing","ls_no2","livestock_bought","livestock_live_birth","livestock_sold","ls_no3","livestock_sale_income","ls_no4","livestock_ownership","livestock_ownership.Female_adult","livestock_ownership.Female_Child","livestock_ownership.Female_Youth","livestock_ownership.Male_adult","livestock_ownership.Male_Child","livestock_ownership.Male_Youth","livestock_ownership.no_answer","livestock_who_sells","livestock_who_sells.Female_adult","livestock_who_sells.Female_Youth","livestock_who_sells.Male_adult","livestock_who_sells.Male_Child","livestock_who_sells.Male_Youth","livestock_who_sells.no_answer","livestock_died","ls_no5","killed_for_meat","ls_no6","meat_use","meat_use.sell","meat_use.use","ls_no7","meat_consumed_amount","meat_sell_amount","meat_sold_income","ls_no8","livestock_meat_who_sells","livestock_meat_who_sells.Female_adult","livestock_meat_who_sells.Female_Youth","livestock_meat_who_sells.Male_adult","livestock_meat_who_control_eating","livestock_meat_who_control_eating.Female_adult","livestock_meat_who_control_eating.Female_Youth","livestock_meat_who_control_eating.Male_adult","livestock_meat_who_control_eating.Male_Youth","ls_no9","milk_harvest","ls_no10","milk_number_animals_milked","milk_amount_good_season","milk_units","milk_amount_units_other","milk_amount_bad_season","ls_no11","milk_use","milk_use.dairy","milk_use.sell","milk_use.use","dairy_products","dairy_products.no_answer","dairy_products.other","dairy_products.yoghurt","dairy_products_other","ls_no12","milk_dairy_amount","milk_consumed_amount","milk_sell_amount","ls_no13","milk_sold_income","milk_sold_price_timeunits","milk_amount_time_units_other","ls_no14","milk_who_sells","milk_who_sells.Female_adult","milk_who_sells.Male_adult","milk_who_control_eating","milk_who_control_eating.Female_adult","milk_who_control_eating.Female_Youth","milk_who_control_eating.Male_adult","milk_who_control_eating.Male_Youth","milk_who_control_eating.no_answer","ls_no15","eggs_harvest","ls_no16","eggs_amount_good","eggs_units","eggs_amount_units_other","eggs_amount_bad","ls_no17","eggs_use","eggs_use.hatch","eggs_use.use","ls_no18","eggs_consumed_amount","eggs_sell_amount","eggs_hatch_amount","ls_no19","eggs_sold_income","eggs_sold_price_timeunits","eggs_sold_price_timeunits_other","ls_no20","eggs_who_sells","eggs_who_control_eating","eggs_who_control_eating.Female_adult","eggs_who_control_eating.Female_Youth","eggs_who_control_eating.Male_adult","eggs_who_control_eating.Male_Youth","ls_no21","bees_honey_production","bees_honey_production_units","bees_honey_production_units_other","bees_honey_use","ls_no22","bees_honey_consumed_amount","bees_honey_sell_amount","ls_no22.1","bees_honey_sold_income","ls_no23","bees_who_sells","bees_who_control_eating","PARENT_KEY","KEY","household_id"
1,"chicken","Poules",NA,NA,NA,"local",0,1,"in_always",NA,0,4,4,NA,2,NA,"Female_Youth",0,0,1,0,0,0,0,"Female_Youth",0,1,0,0,0,0,2,NA,3,NA,"use",0,1,NA,"UnderHalf","",NA,NA,"",0,0,0,"Female_Youth",0,1,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"Y",NA,5,"pieces/day",NA,2,NA,"use hatch",1,1,NA,"UnderHalf",NA,"Half",NA,NA,NA,NA,NA,NA,"Female_Youth",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:cc05c495-e597-43fa-a96c-4ae7ca1041a0","uuid:cc05c495-e597-43fa-a96c-4ae7ca1041a0/survey_grp/Section_Livestock/livestock_repeat[1]","151"
1,"chicken","Poules",NA,NA,NA,"local",0,1,"in_always",NA,0,36,0,NA,NA,NA,"Female_Youth",0,0,1,0,0,0,0,"",0,0,0,0,0,0,5,NA,5,NA,"use",0,1,NA,"Most","",NA,NA,"",0,0,0,"Female_Youth",0,1,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"Y",NA,10,"pieces/day",NA,2,NA,"hatch use",1,1,NA,"Little",NA,"Little",NA,NA,NA,NA,NA,NA,"Female_Youth",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:7e040a08-0f78-48ff-a295-d9c192bc1ed5","uuid:7e040a08-0f78-48ff-a295-d9c192bc1ed5/survey_grp/Section_Livestock/livestock_repeat[1]","302"
1,"chicken","Poules",NA,NA,NA,"improved",1,0,"in_always",NA,50,0,48,NA,144000,NA,"Female_Youth",0,0,1,0,0,0,0,"Female_Youth",0,1,0,0,0,0,2000,NA,28000,NA,"use sell",1,1,NA,"Little","Most",520000,NA,"Female_Youth",0,1,0,"Female_Youth",0,1,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"N",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:6bdc2802-60b5-4254-b2c7-9fa1f95cc145","uuid:6bdc2802-60b5-4254-b2c7-9fa1f95cc145/survey_grp/Section_Livestock/livestock_repeat[1]","156"
2,"sheep","Ovins",NA,NA,NA,"local",0,1,"in_always",NA,9,0,0,NA,NA,NA,"Female_Youth",0,0,1,0,0,0,0,"",0,0,0,0,0,0,0,NA,0,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"N",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:6bdc2802-60b5-4254-b2c7-9fa1f95cc145","uuid:6bdc2802-60b5-4254-b2c7-9fa1f95cc145/survey_grp/Section_Livestock/livestock_repeat[2]","156"
1,"chicken","Poules",NA,NA,NA,"local improved",1,1,"in_always",NA,50,20,48,NA,144000,NA,"Male_Youth",0,0,0,0,0,1,0,"Male_Youth",0,0,0,0,1,0,2000,NA,60,NA,"use",0,1,NA,"UnderHalf","",NA,NA,"",0,0,0,"Male_Youth",0,0,0,1,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"N",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:07b20aed-87ea-4150-9f3b-80ee0601f271","uuid:07b20aed-87ea-4150-9f3b-80ee0601f271/survey_grp/Section_Livestock/livestock_repeat[1]","165"
2,"sheep","Ovins",NA,NA,NA,"local improved",1,1,"in_always",NA,0,0,0,NA,NA,NA,"Male_Youth",0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,NA,0,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"N",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:07b20aed-87ea-4150-9f3b-80ee0601f271","uuid:07b20aed-87ea-4150-9f3b-80ee0601f271/survey_grp/Section_Livestock/livestock_repeat[2]","165"
1,"chicken","Poules",NA,NA,NA,"local",0,1,"in_night",NA,0,24,0,NA,NA,NA,"Female_adult",1,0,0,0,0,0,0,"",0,0,0,0,0,0,4,NA,3,NA,"use",0,1,NA,"All","",NA,NA,"",0,0,0,"Female_adult",1,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"N",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:e191edc0-a4af-459c-a6ff-bfd4d37738cb","uuid:e191edc0-a4af-459c-a6ff-bfd4d37738cb/survey_grp/Section_Livestock/livestock_repeat[1]","625"
1,"chicken","Poules",NA,NA,NA,"local",0,1,"in_night",NA,0,21,3,NA,7500,NA,"Female_adult Female_Youth Male_Child Female_Child",1,1,1,0,1,0,0,"Female_adult",1,0,0,0,0,0,10,NA,5,NA,"use",0,1,NA,"All","",NA,NA,"",0,0,0,"Female_adult",1,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"N",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:f688f5cc-e4a7-4a86-967f-e68fd2f34b61","uuid:f688f5cc-e4a7-4a86-967f-e68fd2f34b61/survey_grp/Section_Livestock/livestock_repeat[1]","624"
2,"goats","Caprins",NA,NA,NA,"local",0,1,"in_night",NA,0,2,2,NA,65000,NA,"Female_adult",1,0,0,0,0,0,0,"Female_adult",1,0,0,0,0,0,1,NA,0,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"N",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:f688f5cc-e4a7-4a86-967f-e68fd2f34b61","uuid:f688f5cc-e4a7-4a86-967f-e68fd2f34b61/survey_grp/Section_Livestock/livestock_repeat[2]","624"
1,"horses","Chevaux",NA,NA,1,"local",0,1,"",NA,0,0,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,NA,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:30852675-d633-46a2-89e7-4d2a643763fa","uuid:30852675-d633-46a2-89e7-4d2a643763fa/survey_grp/Section_Livestock/livestock_repeat[1]","620"
1,"horses","Chevaux",NA,NA,3,"local",0,1,"",NA,0,0,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,NA,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:33e2a6fa-7908-454c-bb7b-eee9ef6f471a","uuid:33e2a6fa-7908-454c-bb7b-eee9ef6f471a/survey_grp/Section_Livestock/livestock_repeat[1]","235"
1,"cattle","Bovins",NA,NA,0,"local",0,1,"out_all_time",NA,0,1,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,0,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"Y",NA,1,2,"l/day",NA,1,NA,"use",0,0,1,"",0,0,0,"",NA,"","All","",NA,NA,"",NA,NA,"",0,0,"Male_adult",0,0,1,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:feb8a2a6-c17b-4511-b738-2468377524cd","uuid:feb8a2a6-c17b-4511-b738-2468377524cd/survey_grp/Section_Livestock/livestock_repeat[1]","6NZAK9"
2,"goats","Caprins",NA,NA,NA,"local",0,1,"in_night",NA,0,0,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,0,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"N",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:feb8a2a6-c17b-4511-b738-2468377524cd","uuid:feb8a2a6-c17b-4511-b738-2468377524cd/survey_grp/Section_Livestock/livestock_repeat[2]","6NZAK9"
1,"chicken","Poules",NA,NA,NA,"local",0,1,"",NA,2,4,3,NA,9500,NA,"Female_Youth",0,0,1,0,0,0,0,"Female_Youth",0,1,0,0,0,0,0,NA,4,NA,"use",0,1,NA,"UnderHalf","",NA,NA,"",0,0,0,"Female_Youth",0,1,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"Y",NA,2,"pieces/day",NA,0,NA,"hatch use",1,1,NA,"UnderHalf",NA,"All",NA,NA,NA,NA,NA,NA,"Female_Youth",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:5d0743e7-1d7d-45bf-8b2f-efb51cfa5fd3","uuid:5d0743e7-1d7d-45bf-8b2f-efb51cfa5fd3/survey_grp/Section_Livestock/livestock_repeat[1]","246"
2,"cattle","Bovins",NA,NA,0,"local",0,1,"",NA,1,2,2,NA,600000,NA,"Male_adult",0,0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,0,NA,0,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"Y",NA,2,3,"l/day",NA,1,NA,"use dairy",1,0,1,"other",0,1,0,"Lait caillé",NA,"UnderHalf","All","",NA,NA,"",NA,NA,"",0,0,"Male_adult",0,0,1,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:5d0743e7-1d7d-45bf-8b2f-efb51cfa5fd3","uuid:5d0743e7-1d7d-45bf-8b2f-efb51cfa5fd3/survey_grp/Section_Livestock/livestock_repeat[2]","246"
1,"chicken","Poules",NA,NA,NA,"local",0,1,"in_night",NA,0,19,0,NA,NA,NA,"Female_adult Female_Youth",1,0,1,0,0,0,0,"",0,0,0,0,0,0,20,NA,0,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"Y",NA,4,"pieces/day",NA,1,NA,"hatch",1,0,NA,"",NA,"All",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:779f6443-260a-4d32-9697-f1260f5a2ad8","uuid:779f6443-260a-4d32-9697-f1260f5a2ad8/survey_grp/Section_Livestock/livestock_repeat[1]","250"
1,"cattle","Bovins",NA,NA,0,"local",0,1,"",NA,0,1,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,0,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"Y",NA,1,1,"l/day",NA,0.5,NA,"use",0,0,1,"",0,0,0,"",NA,"","All","",NA,NA,"",NA,NA,"",0,0,"Male_adult",0,0,1,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:64fff025-2391-4548-9526-54ccae0c7045","uuid:64fff025-2391-4548-9526-54ccae0c7045/survey_grp/Section_Livestock/livestock_repeat[1]","602"
1,"horses","Chevaux",NA,NA,2,"local",0,1,"in_night",NA,0,1,1,NA,150000,NA,"Male_Child",0,0,0,0,1,0,0,"Male_Child",0,0,0,1,0,0,0,NA,NA,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:a0ed3753-af4c-4066-8a3b-63143fc903d3","uuid:a0ed3753-af4c-4066-8a3b-63143fc903d3/survey_grp/Section_Livestock/livestock_repeat[1]","78"
1,"horses","Chevaux",NA,NA,1,"local",0,1,"in_night",NA,0,1,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,NA,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:da809f78-9003-4971-ba09-36b34770fb0d","uuid:da809f78-9003-4971-ba09-36b34770fb0d/survey_grp/Section_Livestock/livestock_repeat[1]","506"
2,"goats","Caprins",NA,NA,NA,"local",0,1,"in_night",NA,0,1,0,NA,NA,NA,"Female_adult",1,0,0,0,0,0,0,"",0,0,0,0,0,0,0,NA,0,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"N",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:da809f78-9003-4971-ba09-36b34770fb0d","uuid:da809f78-9003-4971-ba09-36b34770fb0d/survey_grp/Section_Livestock/livestock_repeat[2]","506"
1,"goats","Caprins",NA,NA,NA,"local",0,1,"",NA,2,1,0,NA,NA,NA,"Female_adult",1,0,0,0,0,0,0,"",0,0,0,0,0,0,0,NA,0,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"N",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:ae619372-09d9-484d-8b6d-30c3bfec4eb1","uuid:ae619372-09d9-484d-8b6d-30c3bfec4eb1/survey_grp/Section_Livestock/livestock_repeat[1]","505"
1,"cattle","Bovins",NA,NA,2,"local",0,1,"",NA,0,2,0,NA,NA,NA,"Male_Youth",0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,NA,0,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"Y",NA,2,2,"l/day",NA,60,NA,"use",0,0,1,"",0,0,0,"",NA,"","All","",NA,NA,"",NA,NA,"",0,0,"Male_Youth",0,0,0,1,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:69eec3ee-5ea9-43f3-805b-b81f8aad955c","uuid:69eec3ee-5ea9-43f3-805b-b81f8aad955c/survey_grp/Section_Livestock/livestock_repeat[1]","77"
2,"horses","Chevaux",NA,NA,1,"local",0,1,"",NA,0,0,0,NA,NA,NA,"Male_Youth",0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,NA,NA,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:69eec3ee-5ea9-43f3-805b-b81f8aad955c","uuid:69eec3ee-5ea9-43f3-805b-b81f8aad955c/survey_grp/Section_Livestock/livestock_repeat[2]","77"
1,"cattle","Bovins",NA,NA,2,"local",0,1,"in_always",NA,0,1,0,NA,NA,NA,"Male_Youth",0,0,0,0,0,1,0,"",0,0,0,0,0,0,1,NA,0,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"Y",NA,1,1,"l/day",NA,0.5,NA,"use",0,0,1,"",0,0,0,"",NA,"","Little","",NA,NA,"",NA,NA,"",0,0,"Male_Youth",0,0,0,1,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:c3ffd06a-af75-489a-8bb0-f24d08ae8261","uuid:c3ffd06a-af75-489a-8bb0-f24d08ae8261/survey_grp/Section_Livestock/livestock_repeat[1]","79"
1,"horses","Chevaux",NA,NA,2,"local",0,1,"in_always",NA,0,0,0,NA,NA,NA,"Female_adult",1,0,0,0,0,0,0,"",0,0,0,0,0,0,0,NA,NA,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:59d81a4b-5280-4558-9b41-c13bc083f312","uuid:59d81a4b-5280-4558-9b41-c13bc083f312/survey_grp/Section_Livestock/livestock_repeat[1]","84"
2,"cattle","Bovins",NA,NA,2,"local",0,1,"in_always",NA,0,0,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,1,NA,0,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"Y",NA,2,4,"l/animal/day",NA,1,NA,"use",0,0,1,"",0,0,0,"",NA,"","UnderHalf","",NA,NA,"",NA,NA,"",0,0,"Male_adult",0,0,1,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:59d81a4b-5280-4558-9b41-c13bc083f312","uuid:59d81a4b-5280-4558-9b41-c13bc083f312/survey_grp/Section_Livestock/livestock_repeat[2]","84"
1,"horses","Chevaux",NA,NA,2,"local",0,1,"in_night",NA,0,1,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,NA,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:57c6aabb-a0c4-48ec-a64e-1ad071ae043b","uuid:57c6aabb-a0c4-48ec-a64e-1ad071ae043b/survey_grp/Section_Livestock/livestock_repeat[1]","509"
1,"cattle","Bovins",NA,NA,0,"local",0,1,"in_always",NA,0,2,0,NA,NA,NA,"Female_adult",1,0,0,0,0,0,0,"",0,0,0,0,0,0,0,NA,1,NA,"use",0,1,NA,"Little","",NA,NA,"",0,0,0,"Female_adult",1,0,0,0,NA,"N",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:d080c813-fa1f-4156-a9e5-225c1ddee891","uuid:d080c813-fa1f-4156-a9e5-225c1ddee891/survey_grp/Section_Livestock/livestock_repeat[1]","28"
2,"chicken","Poules",NA,NA,NA,"local",0,1,"in_always",NA,5,7,3,NA,18000,NA,"Female_adult",1,0,0,0,0,0,0,"Female_adult",1,0,0,0,0,0,2,NA,6,NA,"use",0,1,NA,"Half","",NA,NA,"",0,0,0,"Female_adult",1,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"Y",NA,2,"pieces/day",NA,0,NA,"use",0,1,NA,"Little",NA,"",NA,NA,NA,NA,NA,NA,"Female_adult",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:d080c813-fa1f-4156-a9e5-225c1ddee891","uuid:d080c813-fa1f-4156-a9e5-225c1ddee891/survey_grp/Section_Livestock/livestock_repeat[2]","28"
1,"horses","Chevaux",NA,NA,1,"local",0,1,"",NA,0,0,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,NA,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:7785acee-cf3d-4f1e-ae86-59d9c586589d","uuid:7785acee-cf3d-4f1e-ae86-59d9c586589d/survey_grp/Section_Livestock/livestock_repeat[1]","30"
